Timestamp,GHI (W/m²),DNI (W/m²),DHI (W/m²),Solar Zenith Angle (°),Temp (°C),RH (%),Pressure (hPa),Wind Speed (m/s),Cloud Type,Target_GHI_NextHour (W/m²),ghi_category
2024-01-01 12:30:00+00:00,2.106666666666667,0.3,2.8433333333333333,89.17333333333333,-0.07,98.45,971.75,0.5666666666666667,Unknown,28.61,Low
2024-01-01 13:00:00+00:00,15.19,0.21666666666666667,15.553333333333335,84.63266666666667,0.023333333333333334,98.49333333333334,971.9833333333333,1.0733333333333335,Unknown,54.38333333333333,Low
2024-01-01 13:30:00+00:00,28.61,0.22666666666666666,28.773333333333333,80.30666666666666,0.18666666666666668,98.44666666666667,972.3033333333333,2.0533333333333332,Unknown,96.81666666666666,Low
2024-01-01 14:00:00+00:00,54.38333333333333,0.2733333333333333,54.27333333333333,76.306,0.6766666666666666,95.87333333333332,972.6233333333333,2.606666666666667,Unknown,238.41,Low
2024-01-01 14:30:00+00:00,96.81666666666666,0.31,96.01666666666667,72.72633333333333,1.0866666666666667,89.48333333333333,972.8399999999999,3.07,Unknown,61.919999999999995,Low
2024-01-01 15:00:00+00:00,238.41,93.92,209.13333333333333,69.64566666666666,1.7466666666666666,86.91666666666667,972.9366666666666,3.9233333333333333,Unknown,82.38666666666667,Low
2024-01-01 15:30:00+00:00,61.919999999999995,0.03333333333333333,60.91,67.14033333333333,1.3099999999999998,86.80333333333333,973.2333333333333,4.5633333333333335,Unknown,66.78666666666666,Low
2024-01-01 16:00:00+00:00,82.38666666666667,0.18333333333333332,82.03333333333333,65.283,1.3133333333333332,87.26333333333334,973.1433333333333,3.74,Unknown,63.906666666666666,Low
2024-01-01 16:30:00+00:00,66.78666666666666,0.14666666666666667,66.51333333333334,64.128,1.26,86.56666666666666,973.0333333333333,3.8299999999999996,Unknown,53.97666666666667,Low
2024-01-01 17:00:00+00:00,63.906666666666666,0.19333333333333336,63.769999999999996,63.718666666666664,1.25,86.81666666666666,972.8966666666666,3.6666666666666665,Unknown,45.443333333333335,Low
2024-01-01 17:30:00+00:00,53.97666666666667,0.11666666666666667,53.940000000000005,64.067,1.2066666666666668,87.37333333333332,972.75,3.5766666666666667,Unknown,38.5,Low
2024-01-01 18:00:00+00:00,45.443333333333335,0.09000000000000001,45.43333333333333,65.163,1.1233333333333335,86.47,972.7833333333333,3.296666666666667,Unknown,29.15666666666667,Low
2024-01-01 18:30:00+00:00,38.5,0.1,38.54666666666667,66.96533333333333,1.05,87.09333333333333,972.87,3.203333333333333,Unknown,29.490000000000002,Low
2024-01-01 19:00:00+00:00,29.15666666666667,0.1,29.37,69.42066666666666,0.92,87.51666666666667,972.9766666666667,2.856666666666667,Unknown,20.223333333333336,Low
2024-01-01 19:30:00+00:00,29.490000000000002,0.1,29.67,72.45566666666667,0.92,88.58333333333333,973.11,2.11,Unknown,13.253333333333334,Low
2024-01-01 20:00:00+00:00,20.223333333333336,0.1,20.61,75.99933333333334,1.0266666666666666,88.87666666666668,973.2833333333333,1.9966666666666666,Unknown,7.296666666666667,Low
2024-01-01 20:30:00+00:00,13.253333333333334,0.1,13.78,79.96833333333333,1.11,88.88000000000001,973.5666666666667,2.3466666666666667,Unknown,1.3333333333333333,Low
2024-01-01 21:00:00+00:00,7.296666666666667,0.1,7.8533333333333335,84.27266666666667,1.1766666666666665,89.46666666666667,973.8299999999999,2.1666666666666665,Unknown,2.7366666666666664,Low
2024-01-01 21:30:00+00:00,1.3333333333333333,0.1,1.9366666666666668,88.77433333333333,1.1566666666666667,89.73333333333333,973.99,2.0733333333333333,Unknown,13.353333333333333,Low
2024-01-02 12:30:00+00:00,2.7366666666666664,0.13333333333333333,3.6666666666666665,89.188,-1.7533333333333334,75.96666666666667,977.4266666666666,4.223333333333334,Unknown,25.423333333333336,Low
2024-01-02 13:00:00+00:00,13.353333333333333,0.20333333333333334,14.07,84.64033333333333,-1.6966666666666665,77.44,977.5166666666667,3.5933333333333333,Unknown,52.513333333333335,Low
2024-01-02 13:30:00+00:00,25.423333333333336,0.30333333333333334,25.95,80.30633333333334,-1.55,77.75666666666666,977.6466666666668,3.1866666666666665,Unknown,69.20333333333333,Low
2024-01-02 14:00:00+00:00,52.513333333333335,1.1766666666666665,52.37,76.29533333333333,-1.4133333333333333,77.10666666666665,977.73,4.1433333333333335,Unknown,86.53333333333333,Low
2024-01-02 14:30:00+00:00,69.20333333333333,0.36333333333333334,69.02333333333333,72.70433333333334,-1.3866666666666665,77.05,977.8333333333334,5.413333333333333,Unknown,117.67,Low
2024-01-02 15:00:00+00:00,86.53333333333333,0.36000000000000004,86.11,69.61166666666666,-1.3466666666666667,77.42,977.9533333333333,5.666666666666667,Unknown,112.87333333333332,Low
2024-01-02 15:30:00+00:00,117.67,0.46,116.75,67.094,-1.3,76.05333333333333,977.8133333333333,6.326666666666667,Unknown,137.85666666666665,Low
2024-01-02 16:00:00+00:00,112.87333333333332,0.37,112.02666666666667,65.22266666666667,-1.1266666666666667,77.09333333333333,977.4433333333333,4.873333333333333,Unknown,144.71666666666667,Low
2024-01-02 16:30:00+00:00,137.85666666666665,0.4233333333333334,136.32333333333332,64.05633333333334,-0.9733333333333333,76.83666666666666,976.99,5.723333333333333,Unknown,128.82666666666668,Low
2024-01-02 17:00:00+00:00,144.71666666666667,0.36333333333333334,142.82666666666668,63.632666666666665,-0.7666666666666667,76.36666666666666,976.6033333333332,5.66,Unknown,109.91666666666667,Low
2024-01-02 17:30:00+00:00,128.82666666666668,0.20333333333333334,127.28666666666666,63.96966666666666,-0.56,76.64333333333335,976.1266666666667,5.863333333333333,Unknown,110.9,Low
2024-01-02 18:00:00+00:00,109.91666666666667,0.18333333333333332,108.61,65.05499999999999,-0.5133333333333333,76.93666666666667,975.7566666666667,6.04,Unknown,112.65333333333334,Low
2024-01-02 18:30:00+00:00,110.9,0.19333333333333336,109.48,66.85033333333334,-0.33666666666666667,77.09333333333333,975.36,5.486666666666666,Unknown,94.22333333333333,Low
2024-01-02 19:00:00+00:00,112.65333333333334,0.19666666666666668,111.25333333333333,69.29766666666666,-0.21666666666666667,76.62333333333332,974.8866666666667,5.5633333333333335,Unknown,77.15333333333334,Low
2024-01-02 19:30:00+00:00,94.22333333333333,0.14,93.04333333333334,72.32766666666666,-0.09666666666666668,75.73,974.6433333333333,5.286666666666666,Unknown,36.473333333333336,Low
2024-01-02 20:00:00+00:00,77.15333333333334,0.1,76.36999999999999,75.86733333333333,-0.030000000000000002,76.52333333333333,974.24,5.446666666666667,Unknown,20.35,Low
2024-01-02 20:30:00+00:00,36.473333333333336,0.1,36.39,79.83533333333334,-0.22,77.65666666666667,974.2666666666667,5.536666666666666,Unknown,6.0,Low
2024-01-02 21:00:00+00:00,20.35,0.06333333333333334,20.756666666666668,84.13866666666667,-0.44000000000000006,76.08999999999999,974.3766666666667,5.266666666666667,Unknown,1.3933333333333333,Low
2024-01-02 21:30:00+00:00,6.0,0.0,6.816666666666666,88.62533333333333,-0.53,76.51666666666667,974.4233333333334,5.153333333333333,Unknown,17.41,Low
2024-01-03 12:30:00+00:00,1.3933333333333333,0.11333333333333334,2.2933333333333334,89.19566666666667,-0.8,76.19666666666667,973.6066666666667,4.733333333333333,Unknown,31.066666666666666,Low
2024-01-03 13:00:00+00:00,17.41,0.17,18.023333333333333,84.64133333333332,-0.7833333333333333,76.0,973.5366666666666,5.45,Unknown,57.49333333333333,Low
2024-01-03 13:30:00+00:00,31.066666666666666,0.22666666666666666,31.413333333333334,80.29966666666665,-0.6966666666666667,76.58333333333333,973.5866666666667,4.6466666666666665,Unknown,84.21333333333334,Low
2024-01-03 14:00:00+00:00,57.49333333333333,0.20666666666666667,57.38666666666666,76.27766666666666,-0.5933333333333334,75.83333333333333,973.6600000000001,5.513333333333334,Unknown,122.14666666666668,Low
2024-01-03 14:30:00+00:00,84.21333333333334,0.2733333333333333,83.82333333333332,72.67533333333334,-0.5033333333333333,74.59666666666666,973.6366666666668,6.096666666666667,Unknown,230.46666666666667,Low
2024-01-03 15:00:00+00:00,122.14666666666668,4.456666666666667,119.36666666666666,69.57066666666667,-0.23666666666666666,73.53666666666666,973.5866666666667,4.4766666666666675,Unknown,375.38666666666666,Medium
2024-01-03 15:30:00+00:00,230.46666666666667,50.580000000000005,208.57999999999998,67.041,0.19666666666666668,72.00666666666666,973.4433333333333,5.04,Unknown,348.18666666666667,Medium
2024-01-03 16:00:00+00:00,375.38666666666666,313.75,243.13666666666668,65.15533333333333,0.75,69.89333333333335,973.35,4.98,Unknown,185.2,Low
2024-01-03 16:30:00+00:00,348.18666666666667,191.16333333333333,262.7266666666667,63.974666666666664,1.2333333333333334,68.36666666666666,973.0400000000001,5.543333333333334,Unknown,147.41333333333333,Low
2024-01-03 17:00:00+00:00,185.2,5.816666666666666,180.17000000000002,63.540333333333336,1.3599999999999999,67.68666666666667,972.63,5.65,Unknown,191.69333333333333,Low
2024-01-03 17:30:00+00:00,147.41333333333333,0.30666666666666664,144.92000000000002,63.866,1.4566666666666668,67.34666666666666,972.1733333333334,5.11,Unknown,199.87666666666667,Low
2024-01-03 18:00:00+00:00,191.69333333333333,0.53,188.72333333333333,64.94033333333333,1.8299999999999998,65.71333333333334,971.5433333333333,4.5600000000000005,Unknown,325.0133333333333,Medium
2024-01-03 18:30:00+00:00,199.87666666666667,64.20333333333333,175.01000000000002,66.727,2.0366666666666666,64.6,970.9300000000001,4.336666666666667,Unknown,251.15,Medium
2024-01-03 19:00:00+00:00,325.0133333333333,564.7199999999999,133.51000000000002,69.16866666666667,2.64,60.663333333333334,970.3666666666667,4.443333333333333,Unknown,189.42666666666668,Low
2024-01-03 19:30:00+00:00,251.15,532.8366666666667,102.59666666666666,72.19466666666668,2.5733333333333333,60.21333333333334,970.2433333333333,3.5900000000000003,Unknown,118.99,Low
2024-01-03 20:00:00+00:00,189.42666666666668,503.27666666666664,75.17,75.73033333333333,2.82,59.343333333333334,970.2866666666666,3.683333333333333,Unknown,60.480000000000004,Low
2024-01-03 20:30:00+00:00,118.99,331.81,69.13333333333334,79.69566666666667,2.716666666666667,60.31666666666667,970.6066666666667,3.6266666666666665,Unknown,10.003333333333334,Low
2024-01-03 21:00:00+00:00,60.480000000000004,250.64666666666665,36.66,84.00166666666668,2.2933333333333334,62.09,970.87,3.3133333333333335,Unknown,0.9866666666666667,Low
